City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Grand Bank,CA,2022-07-20 14:15:35,47.0999,-55.765,66.97,87,58,26.11,broken clouds
231,Port-Gentil,GA,2022-07-20 14:18:05,-0.7193,8.7815,78.76,78,75,11.5,broken clouds
232,Poddorye,RU,2022-07-20 14:18:06,57.4695,31.1156,64.53,53,100,12.08,overcast clouds
233,Kahului,US,2022-07-20 14:18:06,20.8947,-156.47,73.42,73,0,14.97,clear sky
234,Kenai,US,2022-07-20 14:18:06,60.5544,-151.2583,52.09,97,100,3.44,overcast clouds
235,Pamekasan,ID,2022-07-20 14:18:07,-7.1568,113.4746,78.8,78,11,9.55,few clouds
236,Torres Vedras,PT,2022-07-20 14:18:07,39.0911,-9.2586,90.99,59,0,1.99,clear sky
237,Allanridge,ZA,2022-07-20 14:18:08,-27.7543,26.6438,63.61,45,54,2.08,broken clouds
238,Corrente,BR,2022-07-20 14:18:08,-3.7367,-43.3394,87.73,45,26,4.47,scattered clouds
239,Tambura,SS,2022-07-20 14:18:09,5.6,27.4667,75.49,75,89,2.51,overcast clouds
240,Sitka,US,2022-07-20 14:18:09,57.0531,-135.33,53.49,82,100,4.61,light rain
241,Sangar,RU,2022-07-20 14:18:10,63.9242,127.4739,68.7,69,97,5.53,overcast clouds
242,Umea,SE,2022-07-20 14:15:06,63.8284,20.2597,67.93,45,0,11.5,clear sky
243,Port Elizabeth,ZA,2022-07-20 14:18:11,-33.918,25.5701,60.1,89,75,8.05,broken clouds
244,Labuhan,ID,2022-07-20 14:18:11,-6.8844,112.2051,77.92,78,93,10.29,overcast clouds
245,Saint George,US,2022-07-20 14:13:27,37.1041,-113.5841,87.8,35,0,8.05,clear sky
246,Korla,CN,2022-07-20 14:18:12,41.7597,86.1469,76.23,34,2,12.84,clear sky
247,Paka,MY,2022-07-20 14:18:12,4.6374,103.4368,78.73,94,100,0.0,overcast clouds
248,Gizo,SB,2022-07-20 14:18:13,-8.103,156.8419,81.43,76,42,6.22,scattered clouds
249,Mehamn,NO,2022-07-20 14:18:13,71.0357,27.8492,57.15,94,100,3.44,overcast clouds
250,Belance,PH,2022-07-20 14:18:14,16.1833,121.25,69.39,95,97,2.66,overcast clouds
251,Manggar,ID,2022-07-20 14:18:14,-2.8833,108.2667,81.48,83,38,10.74,scattered clouds
252,Victoria,HK,2022-07-20 14:16:01,22.2855,114.1577,89.19,78,6,8.99,clear sky
253,Palmerston,AU,2022-07-20 14:18:15,-12.486,130.9833,73.38,83,0,4.61,clear sky
254,Ulladulla,AU,2022-07-20 14:18:15,-35.35,150.4667,53.47,79,85,3.09,overcast clouds
255,Leningradskiy,RU,2022-07-20 14:18:16,69.3833,178.4167,32.31,96,100,13.85,light snow
256,Plouzane,FR,2022-07-20 14:18:16,48.3833,-4.6167,68.05,83,100,12.66,overcast clouds
257,Beaverlodge,CA,2022-07-20 14:17:59,55.2166,-119.4361,54.75,67,4,5.44,clear sky
258,Saint-Medard-En-Jalles,FR,2022-07-20 14:18:17,44.8969,-0.7214,82.62,44,75,13.8,broken clouds
259,Marzuq,YE,2022-07-20 14:18:17,14.4,46.4667,85.51,38,100,3.38,overcast clouds
260,Kuliyapitiya,LK,2022-07-20 14:18:18,7.4688,80.0401,77.74,91,100,6.22,light rain
261,Namibe,AO,2022-07-20 14:18:18,-15.1961,12.1522,71.56,64,13,13.56,few clouds
262,Aykhal,RU,2022-07-20 14:18:19,66.0,111.5,54.1,59,100,9.26,overcast clouds
263,Portland,US,2022-07-20 14:13:29,45.5234,-122.6762,66.7,83,0,4.61,clear sky
264,Eucaliptus,BO,2022-07-20 14:18:20,-17.5833,-67.5167,50.0,18,33,3.8,scattered clouds
265,Simitli,BG,2022-07-20 14:18:20,41.8833,23.1167,90.32,23,15,4.14,few clouds
266,Brigantine,US,2022-07-20 14:18:21,39.4101,-74.3646,90.05,62,0,5.75,clear sky
267,Acarau,BR,2022-07-20 14:18:21,-2.8856,-40.12,85.93,55,11,10.11,few clouds
268,Tura,IN,2022-07-20 14:18:22,25.5198,90.2201,76.33,93,100,4.59,overcast clouds
269,Grand Gaube,MU,2022-07-20 14:18:22,-20.0064,57.6608,70.38,65,89,10.0,overcast clouds
270,Bemidji,US,2022-07-20 14:18:23,47.4736,-94.8803,69.91,82,0,18.41,clear sky
271,Xique-Xique,BR,2022-07-20 14:18:23,-10.8218,-42.7263,80.42,43,0,12.95,clear sky
272,Puksoozero,RU,2022-07-20 14:18:24,62.5903,40.6066,67.24,82,29,9.31,light rain
273,Winslow,US,2022-07-20 14:18:25,35.0242,-110.6974,75.38,57,0,6.91,clear sky
274,Tiznit,MA,2022-07-20 14:18:25,29.5833,-9.5,103.64,14,45,6.91,scattered clouds
275,Galle,LK,2022-07-20 14:19:26,6.0367,80.217,78.94,86,100,16.75,overcast clouds
276,San Quintin,MX,2022-07-20 14:19:26,30.4833,-115.95,68.61,81,100,3.02,overcast clouds
277,Xinzhou,CN,2022-07-20 14:19:27,38.4092,112.7333,69.85,64,0,1.79,clear sky
278,Acapulco,MX,2022-07-20 14:19:27,16.8634,-99.8901,82.22,74,0,6.91,clear sky
279,Kisangani,CD,2022-07-20 14:19:27,0.5167,25.2,80.44,71,100,1.28,light rain
280,Cabo San Lucas,MX,2022-07-20 14:16:03,22.8909,-109.9124,86.5,58,59,7.45,broken clouds
281,Sola,VU,2022-07-20 14:19:28,-13.8833,167.55,80.67,81,100,18.68,overcast clouds
282,Sorong,ID,2022-07-20 14:19:29,-0.8833,131.25,78.42,85,100,6.58,light rain
283,Monroe,US,2022-07-20 14:19:29,43.1501,-77.6831,86.41,66,20,10.36,few clouds
284,Kruisfontein,ZA,2022-07-20 14:19:30,-34.0033,24.7314,57.88,89,100,2.35,overcast clouds
285,Samarai,PG,2022-07-20 14:19:30,-10.6167,150.6667,80.37,80,21,6.02,few clouds
286,Berlevag,NO,2022-07-20 14:19:31,70.8578,29.0864,57.2,94,100,3.44,light rain
287,Northfield,US,2022-07-20 14:16:57,44.4583,-93.1616,76.98,73,100,14.97,overcast clouds
288,Sal Rei,CV,2022-07-20 14:19:32,16.1833,-22.9167,84.4,65,75,13.8,broken clouds
289,Odessa,UA,2022-07-20 14:19:32,46.4775,30.7326,81.68,42,64,8.28,broken clouds
290,Salalah,OM,2022-07-20 14:19:33,17.0151,54.0924,78.89,94,100,4.61,overcast clouds
291,Zheleznogorsk,RU,2022-07-20 14:19:34,52.331,35.3711,64.0,81,92,13.62,moderate rain
292,Katherine,AU,2022-07-20 14:19:34,-14.4667,132.2667,62.92,63,53,5.75,broken clouds
293,Ancud,CL,2022-07-20 14:19:35,-41.8697,-73.8203,46.22,91,100,16.15,moderate rain
294,Khartoum,SD,2022-07-20 14:19:35,15.5518,32.5324,103.01,28,92,8.75,overcast clouds
295,Dunedin,NZ,2022-07-20 14:15:26,-45.8742,170.5036,44.8,85,85,5.01,overcast clouds
296,Vaijapur,IN,2022-07-20 14:19:36,19.9167,74.7333,77.68,79,72,16.67,broken clouds
297,Warrnambool,AU,2022-07-20 14:19:37,-38.3833,142.4833,43.05,84,0,7.81,clear sky
298,Baruun-Urt,MN,2022-07-20 14:19:37,46.6806,113.2792,69.69,51,97,7.92,overcast clouds
299,Coahuayana,MX,2022-07-20 14:19:37,18.7333,-103.6833,80.71,77,77,3.44,broken clouds
300,Pelym,RU,2022-07-20 14:19:38,61.0108,61.9978,61.88,93,100,4.07,light rain
301,Arawa,PG,2022-07-20 14:19:38,-6.2132,155.5367,76.23,90,100,3.76,overcast clouds
302,Ayacucho,PE,2022-07-20 14:19:39,-13.1583,-74.2239,55.26,44,0,2.3,clear sky
303,Prescott Valley,US,2022-07-20 14:18:25,34.5894,-112.3252,79.41,54,0,7.0,clear sky
304,Lavrentiya,RU,2022-07-20 14:19:40,65.5833,-171.0,39.69,82,100,10.09,overcast clouds
305,Griffith,US,2022-07-20 14:19:40,41.5284,-87.4237,84.88,76,40,17.27,scattered clouds
306,Amuntai,ID,2022-07-20 14:19:41,-2.4177,115.2494,75.22,95,5,1.52,clear sky
307,Basco,PH,2022-07-20 14:19:41,20.4487,121.9702,85.66,78,0,14.41,clear sky
308,San Patricio,US,2022-07-20 14:19:42,28.017,-97.5169,87.69,64,2,15.21,clear sky
309,Chimbote,PE,2022-07-20 14:19:42,-9.0853,-78.5783,63.25,78,55,6.78,broken clouds
310,Riyadh,SA,2022-07-20 14:17:31,24.6877,46.7219,111.34,7,74,15.97,broken clouds
311,Port Lincoln,AU,2022-07-20 14:19:43,-34.7333,135.8667,50.79,71,6,13.62,clear sky
312,Khatanga,RU,2022-07-20 14:19:43,71.9667,102.5,51.49,47,100,19.42,overcast clouds
313,Touros,BR,2022-07-20 14:15:08,-5.1989,-35.4608,81.97,62,31,18.66,scattered clouds
314,Tabou,CI,2022-07-20 14:19:44,4.423,-7.3528,77.31,67,98,9.13,overcast clouds
315,Wagrowiec,PL,2022-07-20 14:19:45,52.8084,17.1996,96.87,20,70,8.66,broken clouds
316,Jacareacanga,BR,2022-07-20 14:19:45,-6.2222,-57.7528,84.04,40,83,3.06,broken clouds
317,Chegutu,ZW,2022-07-20 14:19:14,-18.1302,30.1407,70.68,35,86,5.97,overcast clouds
318,Mumford,GH,2022-07-20 14:19:46,5.2618,-0.759,76.37,66,100,9.91,overcast clouds
319,Pangkalanbuun,ID,2022-07-20 14:19:46,-2.6833,111.6167,75.27,95,8,3.24,clear sky
320,Whitefish,US,2022-07-20 14:18:48,48.4111,-114.3376,65.77,83,0,0.0,clear sky
321,Dudinka,RU,2022-07-20 14:20:47,69.4058,86.1778,56.62,83,100,5.1,light rain
322,Cherskiy,RU,2022-07-20 14:20:48,68.75,161.3,36.97,86,100,10.96,overcast clouds
323,Smirnykh,RU,2022-07-20 14:20:35,49.75,142.8333,53.85,93,46,3.02,scattered clouds
324,Penzance,GB,2022-07-20 14:20:48,50.1186,-5.5371,65.52,77,20,20.71,few clouds
325,Asyut,EG,2022-07-20 14:20:49,27.181,31.1837,102.47,14,0,16.02,clear sky
326,Ahipara,NZ,2022-07-20 14:20:49,-35.1667,173.1667,53.89,67,26,14.85,scattered clouds
327,Bismarck,US,2022-07-20 14:19:45,46.8083,-100.7837,74.43,69,0,12.66,clear sky
328,Tilichiki,RU,2022-07-20 14:20:50,60.4667,166.1,46.49,60,7,6.51,clear sky
329,Hazro,PK,2022-07-20 14:20:50,33.9091,72.4921,96.13,49,100,12.68,overcast clouds
330,Geraldton,AU,2022-07-20 14:20:51,-28.7667,114.6,66.61,72,100,11.5,overcast clouds
331,Verkhoyansk,RU,2022-07-20 14:20:51,67.5447,133.385,47.12,71,100,4.52,overcast clouds
332,Karaman,TR,2022-07-20 14:20:52,37.0833,33.25,78.46,32,0,16.04,clear sky
333,Necochea,AR,2022-07-20 14:20:53,-38.5473,-58.7368,55.53,59,2,20.18,clear sky
334,Barrow,US,2022-07-20 14:20:53,71.2906,-156.7887,37.42,100,0,8.05,clear sky
335,Umm Lajj,SA,2022-07-20 14:20:54,25.0213,37.2685,89.73,59,3,15.41,clear sky
336,Kargasok,RU,2022-07-20 14:20:54,59.0556,80.8572,64.15,72,74,4.32,broken clouds
337,Brae,GB,2022-07-20 14:20:55,60.3964,-1.353,57.9,80,100,12.86,overcast clouds
338,Clyde River,CA,2022-07-20 14:16:47,70.4692,-68.5914,39.43,87,100,5.75,overcast clouds
339,Camacupa,AO,2022-07-20 14:20:55,-12.0167,17.4833,80.82,19,5,4.32,clear sky
340,Victor Harbor,AU,2022-07-20 14:20:56,-35.5667,138.6167,52.0,77,54,7.02,broken clouds
341,Vestmannaeyjar,IS,2022-07-20 14:20:56,63.4427,-20.2734,58.19,72,0,16.11,clear sky
342,Vetlanda,SE,2022-07-20 14:20:57,57.4289,15.0776,94.24,17,15,8.14,few clouds
343,Talnakh,RU,2022-07-20 14:20:57,69.4865,88.3972,56.21,73,100,3.6,overcast clouds
344,Bambous Virieux,MU,2022-07-20 14:20:58,-20.3428,57.7575,70.21,68,40,19.57,scattered clouds
345,Ulcinj,ME,2022-07-20 14:20:58,41.9294,19.2244,97.99,40,2,15.55,clear sky
346,Ginda,IN,2022-07-20 14:20:59,30.6945,78.4932,68.47,95,100,1.72,overcast clouds
347,Staryy Nadym,RU,2022-07-20 14:20:59,65.6118,72.6842,65.77,43,16,18.34,few clouds
348,Tocopilla,CL,2022-07-20 14:21:00,-22.092,-70.1979,64.47,68,100,7.02,overcast clouds
349,Oster,UA,2022-07-20 14:21:00,50.9506,30.8823,66.34,77,99,13.6,light rain
350,Kafanchan,NG,2022-07-20 14:21:01,9.5833,8.3,74.32,83,100,3.38,light rain
351,Pombas,CV,2022-07-20 14:21:02,17.1503,-25.0201,82.18,85,36,10.38,scattered clouds
352,Fortuna,US,2022-07-20 14:21:02,40.5982,-124.1573,54.66,92,48,3.06,scattered clouds
353,Glasgow,GB,2022-07-20 14:21:03,55.8652,-4.2576,70.92,68,20,15.99,few clouds
354,Osoyoos,CA,2022-07-20 14:21:03,49.0331,-119.4524,66.96,72,7,1.14,clear sky
355,Hamilton,US,2022-07-20 14:18:51,39.1834,-84.5333,84.25,83,75,13.8,mist
356,Gunjur,GM,2022-07-20 14:21:04,13.2019,-16.7339,86.07,79,75,5.75,light rain
357,Meulaboh,ID,2022-07-20 14:21:05,4.1363,96.1285,78.13,82,100,1.99,moderate rain
358,Tsaratanana,MG,2022-07-20 14:21:05,-16.7833,47.65,70.75,63,35,13.22,scattered clouds
359,Kapit,MY,2022-07-20 14:21:06,2.0167,112.9333,76.64,87,45,0.45,scattered clouds
360,Adrar,MR,2022-07-20 14:21:06,20.5022,-10.0711,106.11,8,11,3.0,few clouds
361,Log,RU,2022-07-20 14:21:07,49.4844,43.8613,81.03,28,52,11.16,broken clouds
362,Tuatapere,NZ,2022-07-20 14:21:07,-46.1333,167.6833,41.95,87,100,1.72,overcast clouds
363,San Luis,AR,2022-07-20 14:22:08,-33.295,-66.3356,59.23,40,5,16.84,clear sky
364,Hit,IQ,2022-07-20 14:22:08,33.6416,42.8251,114.71,7,0,17.78,clear sky
365,Santa Maria,BR,2022-07-20 14:22:09,-29.6842,-53.8069,56.5,88,75,8.05,broken clouds
366,Thompson,CA,2022-07-20 14:22:09,55.7435,-97.8558,66.36,82,40,5.75,smoke
367,Taoudenni,ML,2022-07-20 14:22:09,22.6783,-3.9836,111.45,9,12,7.76,few clouds
368,Porto Velho,BR,2022-07-20 14:22:10,-8.7619,-63.9039,86.05,39,0,6.91,clear sky
369,Bonga,ET,2022-07-20 14:22:10,7.2833,36.2333,61.79,95,100,1.54,overcast clouds
370,Haapiti,PF,2022-07-20 14:22:11,-17.5667,-149.8667,69.53,73,7,11.65,clear sky
371,Naze,JP,2022-07-20 14:22:12,28.3667,129.4833,79.72,87,97,13.29,overcast clouds
372,Jibuti,DJ,2022-07-20 14:22:12,11.5,42.5,85.62,40,100,18.16,overcast clouds
373,Zaza Del Medio,CU,2022-07-20 14:22:13,21.9961,-79.3669,82.42,76,15,10.4,few clouds
374,Kletnya,RU,2022-07-20 14:22:13,53.3897,33.2171,63.88,65,1,13.8,light rain
375,Dimona,IL,2022-07-20 14:22:14,31.0667,35.0333,89.73,24,0,18.21,clear sky
376,Bakchar,RU,2022-07-20 14:22:14,57.0186,82.0711,63.43,72,100,0.67,overcast clouds
377,Nador,MA,2022-07-20 14:22:15,35.174,-2.9287,91.47,74,20,8.05,few clouds
378,Paidha,UG,2022-07-20 14:22:15,2.4167,30.9855,75.72,45,88,7.43,overcast clouds
379,Barcelona,ES,2022-07-20 14:21:05,41.3888,2.159,95.72,69,20,14.97,few clouds
380,Stepnyak,KZ,2022-07-20 14:22:16,52.8339,70.7803,77.81,51,65,13.76,broken clouds
381,Marsa Matruh,EG,2022-07-20 14:22:16,31.3525,27.2453,82.6,61,0,11.5,clear sky
382,Nanortalik,GL,2022-07-20 14:22:17,60.1432,-45.2371,51.19,87,90,14.36,overcast clouds
383,Kotelnikovo,RU,2022-07-20 14:22:17,47.6317,43.1461,86.04,21,15,3.56,few clouds
384,Atasu,KZ,2022-07-20 14:22:18,48.6814,71.6433,93.0,18,59,11.63,broken clouds
385,Ulaangom,MN,2022-07-20 14:22:18,49.9811,92.0667,62.37,37,29,2.73,light rain
386,Gejiu,CN,2022-07-20 14:22:19,23.306,103.1635,59.94,94,100,3.2,light rain
387,Stykkisholmur,IS,2022-07-20 14:22:19,65.0757,-22.7297,52.95,70,31,7.36,scattered clouds
388,Aklavik,CA,2022-07-20 14:22:20,68.2191,-135.0107,57.2,72,75,3.44,broken clouds
389,Kungurtug,RU,2022-07-20 14:22:08,50.5994,97.5228,54.75,62,100,1.86,overcast clouds
390,Boca Do Acre,BR,2022-07-20 14:22:20,-8.7522,-67.3978,83.91,42,5,4.07,clear sky
391,Bhinmal,IN,2022-07-20 14:22:21,25.0,72.25,88.65,61,89,14.72,overcast clouds
392,Eureka,US,2022-07-20 14:20:23,40.8021,-124.1637,55.67,83,68,2.21,broken clouds
393,Gurgentepe,TR,2022-07-20 14:22:21,40.7883,37.6017,60.69,91,92,4.14,overcast clouds
394,Tacna,PE,2022-07-20 14:22:22,-18.0056,-70.2483,52.7,87,100,0.0,overcast clouds
395,Hervey Bay,AU,2022-07-20 14:22:23,-25.2986,152.8535,64.53,69,92,24.07,overcast clouds
396,Constitucion,CL,2022-07-20 14:18:13,-35.3333,-72.4167,52.2,63,37,4.14,scattered clouds
397,Catumbela,AO,2022-07-20 14:22:23,-12.4314,13.5472,71.91,74,51,6.69,broken clouds
398,Zhanaozen,KZ,2022-07-20 14:22:24,43.3,52.8,103.24,14,0,7.63,clear sky
399,Luwuk,ID,2022-07-20 14:22:24,-0.9516,122.7875,76.62,86,7,3.83,clear sky
400,Mareeba,AU,2022-07-20 14:22:25,-17.0,145.4333,65.12,98,11,2.71,few clouds
401,Khor,RU,2022-07-20 14:22:25,47.8861,134.9464,61.61,95,67,6.08,broken clouds
402,Mikun,RU,2022-07-20 14:22:25,62.3547,50.0771,63.99,73,100,4.92,overcast clouds
403,Naryan-Mar,RU,2022-07-20 14:22:26,67.6713,53.087,68.67,55,15,16.42,few clouds
404,Urengoy,RU,2022-07-20 14:22:26,65.9667,78.3667,59.67,55,99,12.55,overcast clouds
405,Prince Rupert,CA,2022-07-20 14:22:27,54.3161,-130.3201,53.29,91,100,8.05,mist
406,Guasdualito,VE,2022-07-20 14:22:27,7.2424,-70.7324,78.91,80,48,2.84,scattered clouds
407,Faya,SA,2022-07-20 14:22:28,18.3851,42.4509,75.31,37,100,9.1,overcast clouds
408,Tshikapa,CD,2022-07-20 14:22:28,-6.4167,20.8,97.05,20,12,3.09,few clouds
409,Portree,GB,2022-07-20 14:22:29,57.4129,-6.1942,57.52,87,100,10.02,overcast clouds
410,Salaya,IN,2022-07-20 14:22:29,22.3167,69.6,83.62,76,90,18.95,overcast clouds
411,Yumen,CN,2022-07-20 14:22:30,40.2833,97.2,67.15,52,93,32.44,light rain
412,Bestobe,KZ,2022-07-20 14:22:30,52.4994,73.0975,78.91,48,82,13.67,light rain
413,Novo Aripuana,BR,2022-07-20 14:24:06,-5.1206,-60.3797,77.09,56,100,2.13,overcast clouds
414,Annaka,JP,2022-07-20 14:24:07,36.3167,138.9,74.32,77,92,4.54,light rain
415,Elko,US,2022-07-20 14:24:08,41.0002,-115.5012,67.05,56,69,1.01,broken clouds
416,Iracoubo,GF,2022-07-20 14:24:09,5.4802,-53.2011,82.18,71,18,6.82,few clouds
417,La Seyne-Sur-Mer,FR,2022-07-20 14:24:10,43.0982,5.8847,90.64,70,0,11.01,clear sky
418,Todos Santos,MX,2022-07-20 14:24:11,23.45,-110.2167,89.31,72,85,8.32,overcast clouds
419,Surt,LY,2022-07-20 14:24:11,31.2089,16.5887,83.79,58,0,13.51,clear sky
420,Moron,AR,2022-07-20 14:24:12,-34.6534,-58.6198,57.94,72,0,7.34,clear sky
421,Narrabri,AU,2022-07-20 14:24:12,-30.3167,149.7833,53.53,67,61,3.0,broken clouds
422,Warrington,GB,2022-07-20 14:23:19,53.3925,-2.5802,74.62,66,75,18.41,broken clouds
423,Ust-Omchug,RU,2022-07-20 14:24:13,61.15,149.6333,66.13,76,86,3.0,overcast clouds
424,Havoysund,NO,2022-07-20 14:24:14,70.9963,24.6622,53.83,85,59,14.05,broken clouds
425,Lazaro Cardenas,MX,2022-07-20 14:24:14,17.9583,-102.2,80.38,84,98,2.64,overcast clouds
426,Kwidzyn,PL,2022-07-20 14:24:15,53.7249,18.9311,86.27,44,0,5.82,clear sky
427,Havelian,PK,2022-07-20 14:24:15,34.0536,73.1657,80.82,77,100,4.79,overcast clouds
428,Bauchi,NG,2022-07-20 14:24:16,10.5,10.0,70.23,95,100,6.26,light rain
429,Sakakah,SA,2022-07-20 14:24:16,29.9697,40.2064,114.37,7,15,14.47,few clouds
430,Juba,SS,2022-07-20 14:24:17,4.8517,31.5825,84.27,50,44,2.42,scattered clouds
431,Shenjiamen,CN,2022-07-20 14:24:17,29.9576,122.298,78.15,93,100,13.38,overcast clouds
432,Jiayuguan,CN,2022-07-20 14:24:18,39.8167,98.3,71.31,40,100,23.42,overcast clouds
433,Yilan,TW,2022-07-20 14:24:18,24.757,121.753,86.36,99,76,1.61,broken clouds
434,Alice Springs,AU,2022-07-20 14:24:19,-23.7,133.8833,42.35,56,2,0.0,clear sky
435,Ptolemais,GR,2022-07-20 14:24:19,40.5147,21.6786,88.84,24,1,8.14,clear sky
436,Baykit,RU,2022-07-20 14:24:20,61.67,96.37,59.04,84,90,2.28,overcast clouds
437,Urumqi,CN,2022-07-20 14:24:20,43.801,87.6005,74.35,27,0,2.24,clear sky
438,Grindavik,IS,2022-07-20 14:24:21,63.8424,-22.4338,57.15,71,20,14.97,few clouds
439,Neuquen,AR,2022-07-20 14:24:21,-38.9516,-68.0591,62.49,23,0,14.97,clear sky
440,Killarney,IE,2022-07-20 14:24:22,52.05,-9.5167,60.85,72,100,10.36,overcast clouds
441,Bethel,US,2022-07-20 14:21:40,41.3712,-73.414,88.9,68,0,3.44,clear sky
442,Mecca,SA,2022-07-20 14:23:39,21.4267,39.8261,98.96,27,61,12.21,broken clouds
443,Quatre Cocos,MU,2022-07-20 14:24:23,-20.2078,57.7625,70.09,61,78,23.2,broken clouds
444,Nouakchott,MR,2022-07-20 14:24:23,18.0858,-15.9785,84.13,78,67,16.84,broken clouds
445,Rio Gallegos,AR,2022-07-20 14:24:24,-51.6226,-69.2181,35.65,69,0,42.57,clear sky
446,Alta Floresta,BR,2022-07-20 14:24:24,-9.8756,-56.0861,91.22,33,0,11.5,clear sky
447,Ilo,PE,2022-07-20 14:24:24,-17.6394,-71.3375,59.86,82,100,5.75,overcast clouds
448,Oil City,US,2022-07-20 14:24:25,41.4339,-79.7064,82.8,76,20,9.22,few clouds
449,Vila Franca Do Campo,PT,2022-07-20 14:24:25,37.7167,-25.4333,73.81,69,43,4.05,scattered clouds
450,Bukachacha,RU,2022-07-20 14:24:26,52.9833,116.9167,61.63,95,100,3.06,overcast clouds
451,Santa Cruz,BO,2022-07-20 14:24:19,-17.8,-63.1667,73.45,49,14,2.3,few clouds
452,Riachao,BR,2022-07-20 14:24:27,-7.3619,-46.6172,87.33,30,12,10.96,few clouds
453,Codrington,AU,2022-07-20 14:24:27,-38.2667,141.9667,40.35,88,0,7.67,clear sky
454,Dauphin,CA,2022-07-20 14:24:28,51.1494,-100.0502,68.14,83,40,10.36,scattered clouds
455,Straumen,NO,2022-07-20 14:24:28,63.8709,11.2999,66.2,83,100,1.12,overcast clouds
456,Ambon,ID,2022-07-20 14:24:29,-3.6954,128.1814,79.23,14,40,5.75,scattered clouds
457,Hailar,CN,2022-07-20 14:24:29,49.2,119.7,69.39,62,2,5.23,clear sky
458,Bairiki,KI,2022-07-20 14:24:30,1.3292,172.9752,78.8,94,40,2.3,light rain
459,Sault Sainte Marie,CA,2022-07-20 14:21:01,46.5168,-84.3333,75.49,79,0,11.5,clear sky
460,Alofi,NU,2022-07-20 14:23:37,-19.0595,-169.9187,71.49,88,32,11.5,scattered clouds
